Timestamp,Values
2025-07-20T01:44:51Z,28.7
2025-07-20T01:44:52Z,28.7
2025-07-20T01:44:53Z,28.7
2025-07-20T01:44:54Z,28.7
2025-07-20T01:44:55Z,28.7
2025-07-20T01:44:56Z,28.7
2025-07-20T01:44:57Z,28.7
2025-07-20T01:44:58Z,28.7
2025-07-20T01:44:59Z,28.7
2025-07-20T01:45:00Z,28.7
2025-07-20T01:45:01Z,28.7
2025-07-20T01:45:02Z,28.7
2025-07-20T01:45:03Z,28.7
2025-07-20T01:45:04Z,28.7
2025-07-20T01:45:05Z,28.7
2025-07-20T01:45:06Z,28.7
2025-07-20T01:45:07Z,28.7
2025-07-20T01:45:08Z,28.7
2025-07-20T01:45:09Z,28.7
2025-07-20T01:45:10Z,28.7
2025-07-20T01:45:11Z,28.7
2025-07-20T01:45:12Z,28.7
2025-07-20T01:45:13Z,28.7
2025-07-20T01:45:14Z,28.7
2025-07-20T01:45:15Z,28.7
2025-07-20T01:45:16Z,28.7
2025-07-20T01:45:17Z,28.7
2025-07-20T01:45:18Z,28.7
2025-07-20T01:45:19Z,28.7
2025-07-20T01:45:20Z,28.7
2025-07-20T01:45:21Z,28.7
2025-07-20T01:45:22Z,28.7
2025-07-20T01:45:23Z,28.7
2025-07-20T01:45:24Z,28.7
2025-07-20T01:45:25Z,28.7
2025-07-20T01:45:26Z,28.7
2025-07-20T01:45:27Z,28.7
2025-07-20T01:45:28Z,28.7
2025-07-20T01:45:29Z,28.7
2025-07-20T01:45:30Z,28.7
2025-07-20T01:45:31Z,28.7
2025-07-20T01:45:32Z,28.7
2025-07-20T01:45:33Z,28.7
2025-07-20T01:45:34Z,28.7
2025-07-20T01:45:35Z,28.7
2025-07-20T01:45:36Z,28.7
2025-07-20T01:45:37Z,28.7
2025-07-20T01:45:38Z,28.7
2025-07-20T01:45:39Z,28.7
2025-07-20T01:45:40Z,28.7
2025-07-20T01:45:41Z,28.7
2025-07-20T01:45:42Z,28.7
2025-07-20T01:45:43Z,28.7
2025-07-20T01:45:44Z,28.7
2025-07-20T01:45:45Z,28.7
2025-07-20T01:45:46Z,28.7
2025-07-20T01:45:47Z,28.7
2025-07-20T01:45:48Z,28.7
2025-07-20T01:45:49Z,28.7
2025-07-20T01:45:50Z,28.7
2025-07-20T01:45:51Z,28.7
2025-07-20T01:45:52Z,28.7
2025-07-20T01:45:53Z,28.7
2025-07-20T01:45:54Z,28.7
2025-07-20T01:45:55Z,28.7
2025-07-20T01:45:56Z,28.7
2025-07-20T01:45:57Z,29.0
2025-07-20T01:45:58Z,29.0
2025-07-20T01:45:59Z,29.0
2025-07-20T01:46:00Z,29.0
2025-07-20T01:46:01Z,29.0
2025-07-20T01:46:02Z,29.0
2025-07-20T01:46:03Z,29.0
2025-07-20T01:46:04Z,29.0
2025-07-20T01:46:05Z,29.0
2025-07-20T01:46:06Z,29.4
2025-07-20T01:46:07Z,29.4
2025-07-20T01:46:08Z,29.4
2025-07-20T01:46:09Z,29.4
2025-07-20T01:46:10Z,29.4
2025-07-20T01:46:11Z,29.4
2025-07-20T01:46:12Z,29.4
2025-07-20T01:46:13Z,29.4
2025-07-20T01:46:14Z,29.4
2025-07-20T01:46:15Z,29.4
2025-07-20T01:46:16Z,29.7
2025-07-20T01:46:17Z,29.7
2025-07-20T01:46:18Z,29.7
2025-07-20T01:46:19Z,29.7
2025-07-20T01:46:20Z,29.7
2025-07-20T01:46:21Z,29.7
2025-07-20T01:46:22Z,29.7
2025-07-20T01:46:23Z,29.7
2025-07-20T01:46:24Z,29.7
2025-07-20T01:46:25Z,29.7
2025-07-20T01:46:26Z,30.6
2025-07-20T01:46:27Z,30.6
2025-07-20T01:46:28Z,30.6
2025-07-20T01:46:29Z,30.6
2025-07-20T01:46:30Z,30.6
2025-07-20T01:46:31Z,30.6
2025-07-20T01:46:32Z,30.6
2025-07-20T01:46:33Z,30.6
2025-07-20T01:46:34Z,30.6
2025-07-20T01:46:35Z,30.6
2025-07-20T01:46:36Z,31.4
2025-07-20T01:46:37Z,31.4
2025-07-20T01:46:38Z,31.4
2025-07-20T01:46:39Z,31.4
2025-07-20T01:46:40Z,31.4
2025-07-20T01:46:41Z,31.4
2025-07-20T01:46:42Z,31.4
2025-07-20T01:46:43Z,31.4
2025-07-20T01:46:44Z,31.4
2025-07-20T01:46:45Z,31.4
2025-07-20T01:46:46Z,31.7
2025-07-20T01:46:47Z,31.7
2025-07-20T01:46:48Z,31.7
2025-07-20T01:46:49Z,31.7
2025-07-20T01:46:50Z,31.7
2025-07-20T01:46:51Z,31.7
2025-07-20T01:46:52Z,31.7
2025-07-20T01:46:53Z,31.7
2025-07-20T01:46:54Z,31.7
2025-07-20T01:46:55Z,31.7
2025-07-20T01:46:56Z,32.2
2025-07-20T01:46:57Z,32.2
2025-07-20T01:46:58Z,32.2
2025-07-20T01:46:59Z,32.2
2025-07-20T01:47:00Z,32.2
2025-07-20T01:47:01Z,32.2
2025-07-20T01:47:02Z,32.2
2025-07-20T01:47:03Z,32.2
2025-07-20T01:47:04Z,32.2
2025-07-20T01:47:05Z,32.2
2025-07-20T01:47:06Z,32.7
2025-07-20T01:47:07Z,32.7
2025-07-20T01:47:08Z,32.7
2025-07-20T01:47:09Z,32.7
2025-07-20T01:47:10Z,32.7
2025-07-20T01:47:11Z,32.7
2025-07-20T01:47:12Z,32.7
2025-07-20T01:47:13Z,32.7
2025-07-20T01:47:14Z,32.7
2025-07-20T01:47:15Z,32.7
2025-07-20T01:47:16Z,33.0
2025-07-20T01:47:17Z,33.0
2025-07-20T01:47:18Z,33.0
2025-07-20T01:47:19Z,33.0
2025-07-20T01:47:20Z,33.0
2025-07-20T01:47:21Z,33.0
2025-07-20T01:47:22Z,33.0
2025-07-20T01:47:23Z,33.0
2025-07-20T01:47:24Z,33.0
2025-07-20T01:47:25Z,33.0
2025-07-20T01:47:26Z,33.0
2025-07-20T01:47:27Z,33.0
2025-07-20T01:47:28Z,33.0
2025-07-20T01:47:29Z,33.0
2025-07-20T01:47:30Z,33.0
2025-07-20T01:47:31Z,33.0
2025-07-20T01:47:32Z,33.0
2025-07-20T01:47:33Z,33.0
2025-07-20T01:47:34Z,33.0
2025-07-20T01:47:35Z,33.0
2025-07-20T01:47:36Z,33.5
2025-07-20T01:47:37Z,33.5
2025-07-20T01:47:38Z,33.5
2025-07-20T01:47:39Z,33.5
2025-07-20T01:47:40Z,33.5
2025-07-20T01:47:41Z,33.5
2025-07-20T01:47:42Z,33.5
2025-07-20T01:47:43Z,33.5
2025-07-20T01:47:44Z,33.5
2025-07-20T01:47:45Z,33.5
2025-07-20T01:47:46Z,33.9
2025-07-20T01:47:47Z,33.9
2025-07-20T01:47:48Z,33.9
2025-07-20T01:47:49Z,33.9
2025-07-20T01:47:50Z,33.9
2025-07-20T01:47:51Z,33.9
2025-07-20T01:47:53Z,33.9
2025-07-20T01:47:54Z,33.9
2025-07-20T01:47:55Z,33.9
2025-07-20T01:47:56Z,33.9
2025-07-20T01:47:57Z,33.9
2025-07-20T01:47:58Z,33.9
2025-07-20T01:47:59Z,33.9
2025-07-20T01:48:00Z,33.9
2025-07-20T01:48:01Z,33.9
2025-07-20T01:48:02Z,33.9
2025-07-20T01:48:03Z,33.9
2025-07-20T01:48:04Z,33.9
2025-07-20T01:48:05Z,33.9
2025-07-20T01:48:06Z,33.9
2025-07-20T01:48:07Z,34.2
2025-07-20T01:48:08Z,34.2
2025-07-20T01:48:09Z,34.2
2025-07-20T01:48:10Z,34.2
2025-07-20T01:48:11Z,34.2
2025-07-20T01:48:12Z,34.2
2025-07-20T01:48:13Z,34.2
2025-07-20T01:48:14Z,34.2
2025-07-20T01:48:15Z,34.2
2025-07-20T01:48:16Z,34.2
2025-07-20T01:48:17Z,34.2
2025-07-20T01:48:18Z,34.2
2025-07-20T01:48:19Z,34.2
2025-07-20T01:48:20Z,34.2
2025-07-20T01:48:21Z,34.2
2025-07-20T01:48:22Z,34.2
2025-07-20T01:48:23Z,34.2
2025-07-20T01:48:24Z,34.2
2025-07-20T01:48:25Z,34.2
2025-07-20T01:48:26Z,34.2
2025-07-20T01:48:27Z,34.7
2025-07-20T01:48:28Z,34.7
2025-07-20T01:48:29Z,34.7
2025-07-20T01:48:30Z,34.7
2025-07-20T01:48:31Z,34.7
2025-07-20T01:48:32Z,34.7
2025-07-20T01:48:33Z,34.7
2025-07-20T01:48:34Z,34.7
2025-07-20T01:48:35Z,34.7
2025-07-20T01:48:36Z,34.7
2025-07-20T01:48:37Z,34.7
2025-07-20T01:48:38Z,34.7
2025-07-20T01:48:39Z,34.7
2025-07-20T01:48:40Z,34.7
2025-07-20T01:48:41Z,34.7
2025-07-20T01:48:42Z,34.7
2025-07-20T01:48:43Z,34.7
2025-07-20T01:48:44Z,34.7
2025-07-20T01:48:45Z,34.7
2025-07-20T01:48:46Z,34.7
2025-07-20T01:48:47Z,34.7
2025-07-20T01:48:48Z,34.7
2025-07-20T01:48:49Z,34.7
2025-07-20T01:48:50Z,34.7
2025-07-20T01:48:51Z,34.7
2025-07-20T01:48:52Z,34.7
2025-07-20T01:48:53Z,34.7
2025-07-20T01:48:54Z,34.7
2025-07-20T01:48:55Z,34.7
2025-07-20T01:48:56Z,34.7
2025-07-20T01:48:57Z,35.0
2025-07-20T01:48:58Z,35.0
2025-07-20T01:48:59Z,35.0
2025-07-20T01:49:00Z,35.0
2025-07-20T01:49:01Z,35.0
2025-07-20T01:49:02Z,35.0
2025-07-20T01:49:03Z,35.0
2025-07-20T01:49:04Z,35.0
2025-07-20T01:49:05Z,35.0
2025-07-20T01:49:06Z,35.0
2025-07-20T01:49:07Z,35.0
2025-07-20T01:49:08Z,35.0
2025-07-20T01:49:09Z,35.0
2025-07-20T01:49:10Z,35.0
2025-07-20T01:49:11Z,35.0
2025-07-20T01:49:12Z,35.0
2025-07-20T01:49:13Z,35.0
2025-07-20T01:49:14Z,35.0
2025-07-20T01:49:15Z,35.0
2025-07-20T01:49:16Z,35.0
2025-07-20T01:49:17Z,35.0
2025-07-20T01:49:18Z,35.0
2025-07-20T01:49:19Z,35.0
2025-07-20T01:49:20Z,35.0
2025-07-20T01:49:21Z,35.0
2025-07-20T01:49:22Z,35.0
2025-07-20T01:49:23Z,35.0
2025-07-20T01:49:24Z,35.0
2025-07-20T01:49:25Z,35.0
2025-07-20T01:49:26Z,35.0
2025-07-20T01:49:27Z,35.0
2025-07-20T01:49:28Z,35.0
2025-07-20T01:49:29Z,35.0
2025-07-20T01:49:30Z,35.0
2025-07-20T01:49:31Z,35.0
2025-07-20T01:49:32Z,35.0
2025-07-20T01:49:33Z,35.0
2025-07-20T01:49:34Z,35.0
2025-07-20T01:49:35Z,35.0
2025-07-20T01:49:36Z,35.0
2025-07-20T01:49:37Z,35.0
2025-07-20T01:49:38Z,35.0
2025-07-20T01:49:39Z,35.0
2025-07-20T01:49:40Z,35.0
2025-07-20T01:49:41Z,35.0
2025-07-20T01:49:42Z,35.0
2025-07-20T01:49:43Z,35.0
2025-07-20T01:49:44Z,35.0
2025-07-20T01:49:45Z,35.0
2025-07-20T01:49:46Z,35.0
2025-07-20T01:49:47Z,34.7
2025-07-20T01:49:48Z,34.7
2025-07-20T01:49:49Z,34.7
2025-07-20T01:49:50Z,34.7
2025-07-20T01:49:51Z,34.7
2025-07-20T01:49:52Z,34.7
2025-07-20T01:49:53Z,34.7
2025-07-20T01:49:54Z,34.7
2025-07-20T01:49:55Z,34.7
2025-07-20T01:49:56Z,34.7
2025-07-20T01:49:57Z,34.7
2025-07-20T01:49:58Z,34.7
2025-07-20T01:49:59Z,34.7
2025-07-20T01:50:00Z,34.7
2025-07-20T01:50:01Z,34.7
2025-07-20T01:50:02Z,34.7
2025-07-20T01:50:03Z,34.7
2025-07-20T01:50:04Z,34.7
2025-07-20T01:50:05Z,34.7
2025-07-20T01:50:06Z,34.7
2025-07-20T01:50:07Z,34.2
2025-07-20T01:50:08Z,34.2
2025-07-20T01:50:09Z,34.2
2025-07-20T01:50:10Z,34.2
2025-07-20T01:50:11Z,34.2
2025-07-20T01:50:12Z,34.2
2025-07-20T01:50:13Z,34.2
2025-07-20T01:50:14Z,34.2
2025-07-20T01:50:15Z,34.2
2025-07-20T01:50:16Z,34.2
2025-07-20T01:50:17Z,34.2
2025-07-20T01:50:18Z,34.2
2025-07-20T01:50:19Z,34.2
2025-07-20T01:50:20Z,34.2
2025-07-20T01:50:21Z,34.2
2025-07-20T01:50:22Z,34.2
2025-07-20T01:50:23Z,34.2
2025-07-20T01:50:24Z,34.2
2025-07-20T01:50:25Z,34.2
2025-07-20T01:50:26Z,34.2
2025-07-20T01:50:27Z,33.9
2025-07-20T01:50:28Z,33.9
2025-07-20T01:50:29Z,33.9
2025-07-20T01:50:30Z,33.9
2025-07-20T01:50:31Z,33.9
2025-07-20T01:50:32Z,33.9
2025-07-20T01:50:33Z,33.9
2025-07-20T01:50:34Z,33.9
2025-07-20T01:50:35Z,33.9
2025-07-20T01:50:36Z,33.9
2025-07-20T01:50:37Z,33.9
2025-07-20T01:50:38Z,33.9
2025-07-20T01:50:39Z,33.9
2025-07-20T01:50:40Z,33.9
2025-07-20T01:50:41Z,33.9
2025-07-20T01:50:42Z,33.9
2025-07-20T01:50:43Z,33.9
2025-07-20T01:50:44Z,33.9
2025-07-20T01:50:45Z,33.9
2025-07-20T01:50:46Z,33.9
2025-07-20T01:50:47Z,33.9
2025-07-20T01:50:48Z,33.9
2025-07-20T01:50:49Z,33.9
2025-07-20T01:50:50Z,33.9
2025-07-20T01:50:51Z,33.9
2025-07-20T01:50:52Z,33.9
2025-07-20T01:50:53Z,33.9
2025-07-20T01:50:54Z,33.9
2025-07-20T01:50:55Z,33.9
2025-07-20T01:50:56Z,33.5
2025-07-20T01:50:57Z,33.5
2025-07-20T01:50:58Z,33.5
2025-07-20T01:50:59Z,33.5
2025-07-20T01:51:00Z,33.5
2025-07-20T01:51:01Z,33.5
2025-07-20T01:51:02Z,33.5
2025-07-20T01:51:03Z,33.5
2025-07-20T01:51:04Z,33.5
2025-07-20T01:51:05Z,33.5
2025-07-20T01:51:06Z,33.5
2025-07-20T01:51:07Z,33.5
2025-07-20T01:51:08Z,33.5
2025-07-20T01:51:09Z,33.5
2025-07-20T01:51:10Z,33.5
2025-07-20T01:51:11Z,33.5
2025-07-20T01:51:12Z,33.5
2025-07-20T01:51:13Z,33.5
2025-07-20T01:51:14Z,33.5
2025-07-20T01:51:15Z,33.5
2025-07-20T01:51:16Z,33.5
2025-07-20T01:51:17Z,33.5
2025-07-20T01:51:18Z,33.5
2025-07-20T01:51:19Z,33.5
2025-07-20T01:51:20Z,33.5
2025-07-20T01:51:21Z,33.5
2025-07-20T01:51:22Z,33.5
2025-07-20T01:51:23Z,33.5
2025-07-20T01:51:24Z,33.5
2025-07-20T01:51:25Z,33.5
2025-07-20T01:51:26Z,33.2
2025-07-20T01:51:27Z,33.2
2025-07-20T01:51:28Z,33.2
2025-07-20T01:51:29Z,33.2
2025-07-20T01:51:30Z,33.2
2025-07-20T01:51:31Z,33.2
2025-07-20T01:51:32Z,33.2
2025-07-20T01:51:33Z,33.2
2025-07-20T01:51:34Z,33.2
2025-07-20T01:51:35Z,33.2
2025-07-20T01:51:36Z,33.2
2025-07-20T01:51:37Z,33.2
2025-07-20T01:51:38Z,33.2
2025-07-20T01:51:39Z,33.2
2025-07-20T01:51:40Z,33.2
2025-07-20T01:51:41Z,33.2
2025-07-20T01:51:42Z,33.2
2025-07-20T01:51:43Z,33.2
2025-07-20T01:51:44Z,33.2
2025-07-20T01:51:45Z,33.2
2025-07-20T01:51:46Z,33.2
2025-07-20T01:51:47Z,33.2
2025-07-20T01:51:48Z,33.2
2025-07-20T01:51:49Z,33.2
2025-07-20T01:51:50Z,33.2
2025-07-20T01:51:51Z,33.2
2025-07-20T01:51:52Z,33.2
2025-07-20T01:51:53Z,33.2
2025-07-20T01:51:54Z,33.2
2025-07-20T01:51:55Z,33.2
2025-07-20T01:51:56Z,32.7
2025-07-20T01:51:57Z,32.7
2025-07-20T01:51:58Z,32.7
2025-07-20T01:51:59Z,32.7
2025-07-20T01:52:00Z,32.7
2025-07-20T01:52:01Z,32.7
2025-07-20T01:52:02Z,32.7
2025-07-20T01:52:03Z,32.7
2025-07-20T01:52:04Z,32.7
2025-07-20T01:52:05Z,32.7
2025-07-20T01:52:06Z,32.7
2025-07-20T01:52:07Z,32.7
2025-07-20T01:52:08Z,32.7
2025-07-20T01:52:09Z,32.7
2025-07-20T01:52:10Z,32.7
2025-07-20T01:52:11Z,32.7
2025-07-20T01:52:12Z,32.7
2025-07-20T01:52:13Z,32.7
2025-07-20T01:52:14Z,32.7
2025-07-20T01:52:15Z,32.7
2025-07-20T01:52:16Z,32.4
2025-07-20T01:52:17Z,32.4
2025-07-20T01:52:18Z,32.4
2025-07-20T01:52:19Z,32.4
2025-07-20T01:52:20Z,32.4
2025-07-20T01:52:21Z,32.4
2025-07-20T01:52:22Z,32.4
2025-07-20T01:52:23Z,32.4
2025-07-20T01:52:24Z,32.4
2025-07-20T01:52:25Z,32.4
2025-07-20T01:52:27Z,32.4
2025-07-20T01:52:28Z,32.4
2025-07-20T01:52:29Z,32.4
2025-07-20T01:52:30Z,32.4
2025-07-20T01:52:31Z,32.4
2025-07-20T01:52:32Z,32.4
2025-07-20T01:52:33Z,32.4
2025-07-20T01:52:34Z,32.4
2025-07-20T01:52:35Z,32.4
2025-07-20T01:52:36Z,32.4
2025-07-20T01:52:37Z,32.4
2025-07-20T01:52:38Z,32.4
2025-07-20T01:52:39Z,32.4
2025-07-20T01:52:40Z,32.4
2025-07-20T01:52:41Z,32.4
2025-07-20T01:52:42Z,32.4
2025-07-20T01:52:43Z,32.4
2025-07-20T01:52:44Z,32.4
2025-07-20T01:52:45Z,32.4
2025-07-20T01:52:46Z,32.4
2025-07-20T01:52:47Z,32.0
2025-07-20T01:52:48Z,32.0
2025-07-20T01:52:49Z,32.0
2025-07-20T01:52:50Z,32.0
2025-07-20T01:52:51Z,32.0
2025-07-20T01:52:52Z,32.0
2025-07-20T01:52:53Z,32.0
2025-07-20T01:52:54Z,32.0
2025-07-20T01:52:55Z,32.0
2025-07-20T01:52:56Z,32.0
2025-07-20T01:52:57Z,32.0
2025-07-20T01:52:58Z,32.0
2025-07-20T01:52:59Z,32.0
2025-07-20T01:53:00Z,32.0
2025-07-20T01:53:01Z,32.0
2025-07-20T01:53:02Z,32.0
2025-07-20T01:53:03Z,32.0
2025-07-20T01:53:04Z,32.0
2025-07-20T01:53:05Z,32.0
2025-07-20T01:53:06Z,32.0
2025-07-20T01:53:07Z,32.0
2025-07-20T01:53:08Z,32.0
2025-07-20T01:53:09Z,32.0
2025-07-20T01:53:10Z,32.0
2025-07-20T01:53:11Z,32.0
2025-07-20T01:53:12Z,32.0
2025-07-20T01:53:13Z,32.0
2025-07-20T01:53:14Z,32.0
2025-07-20T01:53:15Z,32.0
2025-07-20T01:53:16Z,32.0
2025-07-20T01:53:17Z,31.7
2025-07-20T01:53:18Z,31.7
2025-07-20T01:53:19Z,31.7
2025-07-20T01:53:20Z,31.7
2025-07-20T01:53:21Z,31.7
2025-07-20T01:53:22Z,31.7
2025-07-20T01:53:23Z,31.7
2025-07-20T01:53:24Z,31.7
2025-07-20T01:53:25Z,31.7
2025-07-20T01:53:26Z,31.7
2025-07-20T01:53:27Z,31.7
2025-07-20T01:53:28Z,31.7
2025-07-20T01:53:29Z,31.7
2025-07-20T01:53:30Z,31.7
2025-07-20T01:53:31Z,31.7
2025-07-20T01:53:32Z,31.7
2025-07-20T01:53:33Z,31.7
2025-07-20T01:53:34Z,31.7
2025-07-20T01:53:35Z,31.7
2025-07-20T01:53:36Z,31.7
2025-07-20T01:53:37Z,31.7
2025-07-20T01:53:38Z,31.7
2025-07-20T01:53:39Z,31.7
2025-07-20T01:53:40Z,31.7
2025-07-20T01:53:41Z,31.7
2025-07-20T01:53:42Z,31.7
2025-07-20T01:53:43Z,31.7
2025-07-20T01:53:44Z,31.7
2025-07-20T01:53:45Z,31.7
2025-07-20T01:53:46Z,31.7
2025-07-20T01:53:47Z,31.4
2025-07-20T01:53:48Z,31.4
2025-07-20T01:53:49Z,31.4
2025-07-20T01:53:50Z,31.4
2025-07-20T01:53:51Z,31.4
2025-07-20T01:53:52Z,31.4
2025-07-20T01:53:53Z,31.4
2025-07-20T01:53:54Z,31.4
2025-07-20T01:53:55Z,31.4
2025-07-20T01:53:56Z,31.4
2025-07-20T01:53:57Z,31.4
2025-07-20T01:53:58Z,31.4
2025-07-20T01:53:59Z,31.4
2025-07-20T01:54:00Z,31.4
2025-07-20T01:54:01Z,31.4
2025-07-20T01:54:02Z,31.4
2025-07-20T01:54:03Z,31.4
2025-07-20T01:54:04Z,31.4
2025-07-20T01:54:05Z,31.4
2025-07-20T01:54:06Z,31.4
2025-07-20T01:54:07Z,31.4
2025-07-20T01:54:08Z,31.4
2025-07-20T01:54:09Z,31.4
2025-07-20T01:54:10Z,31.4
2025-07-20T01:54:11Z,31.4
2025-07-20T01:54:12Z,31.4
2025-07-20T01:54:13Z,31.4
2025-07-20T01:54:14Z,31.4
2025-07-20T01:54:15Z,31.4
2025-07-20T01:54:16Z,31.4
2025-07-20T01:54:17Z,31.0
2025-07-20T01:54:18Z,31.0
2025-07-20T01:54:19Z,31.0
2025-07-20T01:54:20Z,31.0
2025-07-20T01:54:21Z,31.0
2025-07-20T01:54:22Z,31.0
2025-07-20T01:54:23Z,31.0
2025-07-20T01:54:24Z,31.0
2025-07-20T01:54:25Z,31.0
2025-07-20T01:54:26Z,31.0
2025-07-20T01:54:27Z,31.0
2025-07-20T01:54:28Z,31.0
2025-07-20T01:54:29Z,31.0
2025-07-20T01:54:30Z,31.0
2025-07-20T01:54:31Z,31.0
2025-07-20T01:54:32Z,31.0
2025-07-20T01:54:33Z,31.0
2025-07-20T01:54:34Z,31.0
2025-07-20T01:54:35Z,31.0
2025-07-20T01:54:36Z,31.0
2025-07-20T01:54:37Z,31.0
2025-07-20T01:54:38Z,31.0
2025-07-20T01:54:39Z,31.0
2025-07-20T01:54:40Z,31.0
2025-07-20T01:54:41Z,31.0
2025-07-20T01:54:42Z,31.0
2025-07-20T01:54:43Z,31.0
2025-07-20T01:54:44Z,31.0
2025-07-20T01:54:45Z,31.0
2025-07-20T01:54:46Z,31.0
2025-07-20T01:54:47Z,30.7
2025-07-20T01:54:48Z,30.7
2025-07-20T01:54:49Z,30.7
2025-07-20T01:54:50Z,30.7
